t,cmdty,market_name,district_name,variety,p_min,p_max,p_modal,date,price_info
2025-07-15,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-15,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-16,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-16,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-16,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-07-16,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-16,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-16,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-16,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-16,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-16,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-17,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-17,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-17,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-17,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-17,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-17,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-17,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-17,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-17,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-17,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-18,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-18,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-18,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-18,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-18,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-18,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-18,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-18,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-18,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-18,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-19,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-07-19,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-19,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-19,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-19,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-19,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-19,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-19,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-19,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-07-19,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-19,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-19,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-21,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-21,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-21,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-21,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-21,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-21,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-21,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-21,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-22,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-07-22,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-22,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,12000,13000,13000,2025-07-22,"Minimum Price: ₹12000, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-22,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-22,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-22,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-22,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-22,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-22,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-23,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,12000,13000,13000,2025-07-23,"Minimum Price: ₹12000, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-23,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-23,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-23,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-23,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-23,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-23,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-23,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16000,18000,18000,2025-07-23,"Minimum Price: ₹16000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-23,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-23,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-24,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-24,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-24,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,12000,16000,16000,2025-07-24,"Minimum Price: ₹12000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-24,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-07-24,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-24,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,12000,13000,13000,2025-07-24,"Minimum Price: ₹12000, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-24,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-24,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-24,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-24,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-25,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-25,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-25,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-25,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-25,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-25,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-25,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-25,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-25,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,5000,6000,6000,2025-07-25,"Minimum Price: ₹5000, Maximum Price: ₹6000, Modal Price: ₹6000"
2025-07-25,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,12000,13000,13000,2025-07-25,"Minimum Price: ₹12000, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-27,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-27,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-27,Chili Red,Udumalpet,Coimbatore,Bold,7500,8500,8500,2025-07-27,"Minimum Price: ₹7500, Maximum Price: ₹8500, Modal Price: ₹8500"
2025-07-27,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-27,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-27,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-27,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-27,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-27,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-27,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,16500,18000,18000,2025-07-27,"Minimum Price: ₹16500, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-27,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,12000,13000,13000,2025-07-27,"Minimum Price: ₹12000, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-28,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,22000,22000,22000,2025-07-28,"Minimum Price: ₹22000, Maximum Price: ₹22000, Modal Price: ₹22000"
2025-07-28,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-07-28,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-28,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,20000,20000,20000,2025-07-28,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-28,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-28,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-28,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-28,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-28,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14700,16000,16000,2025-07-28,"Minimum Price: ₹14700, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-29,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-29,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-29,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-07-29,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-29,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-29,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-29,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-29,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-29,Chili Red,Tiruchengode,Namakkal,Bold,18000,20000,20000,2025-07-29,"Minimum Price: ₹18000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-29,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-29,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-30,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-30,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-30,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,11400,13000,13000,2025-07-30,"Minimum Price: ₹11400, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-30,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-30,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-30,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-30,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-30,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-30,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-30,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-30,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-31,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-07-31,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-07-31,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-07-31,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-07-31,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,18000,18000,2025-07-31,"Minimum Price: ₹15000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-07-31,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-07-31,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-07-31,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,12000,13000,13000,2025-07-31,"Minimum Price: ₹12000, Maximum Price: ₹13000, Modal Price: ₹13000"
2025-07-31,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-07-31,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-01,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,16000,16000,16000,2025-08-01,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-01,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-01,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-01,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-01,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-01,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-01,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-01,Chili Red,Udumalpet,Coimbatore,Bold,6000,7000,7000,2025-08-01,"Minimum Price: ₹6000, Maximum Price: ₹7000, Modal Price: ₹7000"
2025-08-01,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14800,16000,16000,2025-08-01,"Minimum Price: ₹14800, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-01,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-08-01,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-08-02,Chili Red,Udumalpet,Coimbatore,Bold,6500,7000,7000,2025-08-02,"Minimum Price: ₹6500, Maximum Price: ₹7000, Modal Price: ₹7000"
2025-08-02,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-02,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-02,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-08-02,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-08-02,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14800,16000,16000,2025-08-02,"Minimum Price: ₹14800, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-02,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-08-02,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-02,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-02,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-02,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-08-02,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-03,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-08-03,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-03,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,18000,18000,18000,2025-08-03,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-08-03,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-03,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-03,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14800,16000,16000,2025-08-03,"Minimum Price: ₹14800, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-03,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-03,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-03,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-08-03,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-08-03,Chili Red,Udumalpet,Coimbatore,Bold,6500,7000,7000,2025-08-03,"Minimum Price: ₹6500, Maximum Price: ₹7000, Modal Price: ₹7000"
2025-08-04,Chili Red,Chidambaram(Uzhavar Sandhai ),Cuddalore,Bold,2500,2500,2500,2025-08-04,"Minimum Price: ₹2500, Maximum Price: ₹2500, Modal Price: ₹2500"
2025-08-04,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-08-04,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-04,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14800,16000,16000,2025-08-04,"Minimum Price: ₹14800, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-04,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-04,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-04,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-04,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,18000,18000,18000,2025-08-04,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-08-04,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-04,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-05,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-05,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-05,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-05,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-05,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-05,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-05,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-08-05,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-05,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-05,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-06,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-06,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-06,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-06,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-06,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-06,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-06,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-06,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-06,Chili Red,Mohanur(Uzhavar Sandhai ),Namakkal,Bold,11000,12000,12000,2025-08-06,"Minimum Price: ₹11000, Maximum Price: ₹12000, Modal Price: ₹12000"
2025-08-06,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,17000,17000,2025-08-06,"Minimum Price: ₹15000, Maximum Price: ₹17000, Modal Price: ₹17000"
2025-08-07,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-07,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-07,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,16000,16000,16000,2025-08-07,"Minimum Price: ₹16000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-07,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-07,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-07,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-07,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-07,Chili Red,Tiruppur (North) (Uzhavar Sandhai ),Coimbatore,Bold,15000,16000,16000,2025-08-07,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-07,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-07,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-10,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,18000,18000,18000,2025-08-10,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-08-10,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-08-10,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-10,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-10,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-10,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-08-10,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-10,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,15000,16000,16000,2025-08-10,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-10,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-10,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-11,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-11,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-11,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-11,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-11,Chili Red,Gudiyatham(Uzhavar Sandhai ),Vellore,Bold,18000,18000,18000,2025-08-11,"Minimum Price: ₹18000, Maximum Price: ₹18000, Modal Price: ₹18000"
2025-08-11,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14800,16000,16000,2025-08-11,"Minimum Price: ₹14800, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-11,Chili Red,Perambalur(Uzhavar Sandhai ),Perambalur,Bold,15000,16000,16000,2025-08-11,"Minimum Price: ₹15000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-11,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-11,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-12,Chili Red,Anna nagar(Uzhavar Sandhai ),Madurai,Bold,20000,20000,20000,2025-08-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-12,Chili Red,Namakkal(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-12,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-12,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-12,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
2025-08-12,Chili Red,Rasipuram(Uzhavar Sandhai ),Namakkal,Bold,14000,16000,16000,2025-08-12,"Minimum Price: ₹14000, Maximum Price: ₹16000, Modal Price: ₹16000"
2025-08-13,Chili Red,Ambattur(Uzhavar Sandhai ),Thiruvallur,Bold,20000,20000,20000,2025-08-13,"Minimum Price: ₹20000, Maximum Price: ₹20000, Modal Price: ₹20000"
